articolo_id;frase;entities;grave;latitudine;longitudine;pos
237;L'incidente si è verificato verso le ore 12 Grave incidente stradale nella mattinata di oggi, mercoledì 25 maggio, nel quartiere artigianale La Bionda a Fidenza.;La Bionda, Fidenza;1;44.8540811;10.0738203;Quartiere artigianale La Bionda, Fidenza, Parma, Emilia-Romagna, Italia
238;Una 53enne, a bordo della sua Panda di servizio, è rimasta coinvolta nell'incidente ed è stata trasportata in condizioni serie con l'elisoccorso al Maggiore Incidente a Borgotaro, in località Grifola, in una strada interna e stretta che va verso Pontremoli.;Borgotaro, Grifola, Pontremoli;1;44.487053;9.765777;Borgo Val di Taro, Parma, Emilia-Romagna, 43043, Italia
239;Lo scontro è avvenuto alle ore 7.30 Grave incidente stradale nella mattinata di oggi, martedì 24 maggio, lungo l'autostrada A1, all'altezza del chilometro 89,7 in direzione Milano.;l'autostrada A1, Milano;1;44.8137898;10.413487;Autostrada del Sole, Casalbaroncolo, San Lazzaro, Beneceto, Parma, Val d’Enza, Parma, Emilia-Romagna, 43058, Italia
240;L'incidente si è verificato nei pressi di Fidenza: disagi anche per gli automobilisti curiosi che si sono fermati lungo l'autostrada Un grave incidente stradale si è verificato nella mattinata di oggi, lunedì 23 maggio, lungo l'autostrada A1 tra il bivio dell'A15 Parma - La Spezia e il casello di Fiorenzuola d'Arda all'altezza del chilometro 88 in direzione Nord.;Fidenza, l'autostrada A1, A15 Parma - La Spezia, Fiorenzuola d'Arda;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
242;L'impatto intorno a mezzogiorno per cause in corso di accertamento Dopo i due incidenti avvenuti nella notte poco prima di Alberi e in strada Martinella, un altro sinistro si è verificato intorno a mezzogiorno in città: un'auto si è scontrata con una bici in viale Piacenza.;Alberi, strada Martinella, viale Piacenza;1;44.7474897;10.3337697;Alberi di Vigatto, Parma, Emilia-Romagna, 43124, Italia
243;Il secondo, intorno alle 3, ha causato il ferimento di un uomo alla guida di un'auto finita fuori carreggiata in strada Martinella.;strada Martinella;1;44.7452015;10.3347755;Strada Martinella, Vigatto, Alberi di Vigatto, Parma, Emilia-Romagna, 43124, Italia
244;L'incidente è avvenuto alle ore 13.15 Grave incidente stradale all'ora di pranzo di oggi, venerdì 20 maggio, a Felegara di Medesano.;Felegara di Medesano;1;44.725112;10.112324;Felegara, Medesano, Parma, Emilia-Romagna, 43014, Italia
246;L'incidente si è verificato verso le ore 12 Grave incidente stradale nella mattinata di oggi, giovedì 19 maggio, a Fidenza nella zona di via Magnani.;Fidenza, via Magnani;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
248;Due incidenti in mezz'ora tra Fidenza e Parma: a Pontetaro tamponamento tra due auto, pesanti ripercussioni alla circolazione stradale Nella mattinata di oggi, mercoledì 18 maggio, si sono verificati due incidenti stradali lungo la via Emilia tra Fidenza e Parma, nel giro di mezz'ora.;Fidenza, Pontetaro, la via Emilia;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
249;L'incidente si è verificato alle ore 9.30 in corrispondenza di una rotonda Grave incidente stradale nella mattinata di oggi, mercoledì 18 maggio, a Felino.;Felino;1;44.6965871;10.2372047;Felino, Parma, Emilia-Romagna, 43035, Italia
250;Sul posto sono intervenuti i vigili del fuoco e gli operatori del 118 Pauroso incidente oggi pomeriggio a Ca' Bagaia, frazione di Bardi.;118, Ca' Bagaia, Bardi;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
253;L'incidente, che non ha coinvolto altri veicoli, si è verificato alle 9.30 Stava percorrendo a bordo della sua moto l'autostrada A15 in direzione La Spezia quando all'improvviso, giunto nei pressi del casello di Fornovo, ha perso il controllo del mezzo ed è caduto rovinosamente sull'asfalto.;strada A15, La Spezia, Fornovo;1;44.540256;10.1652274;La Strada, Corniglio, Parma, Emilia-Romagna, 43028, Italia
254;L'incidente si è verificato alle ore 8 nei pressi della piscina Un grave incidente stradale si è verificato nella mattinata di oggi, lunedì 16 maggio, in via Trento a Fidenza, nei pressi della piscina.;via Trento, Fidenza;1;44.8128522;10.3309145;Via Trento, San Leonardo, Parma, Emilia-Romagna, 43121, Italia
255;Drammatico incidente ieri sera poco dopo le 23: il conducente se l'è cavata con ferite lievi Drammatico incidente ieri sera in via Emilia Est.;via Emilia Est;1;44.7981054;10.3413932;Via Emilia Est, Parma Centro, Parma, Emilia-Romagna, 43121, Italia
256;L'incidente è avvenuto alle ore 4: sul posto gli operatori del 115 e i vigili del fuoco Incidente nella notte tra giovedì 12 e venerdì 13 maggio a Pontetaro.;Pontetaro;1;44.8255558;10.2107486;Spaccio Pontetaro, 19/20, Via Emilia, Ponte Taro, Fontevivo, Parma, Emilia-Romagna, 43010, Italia
257;Intervento del soccorso alpino nel territorio del comune di Corniglio Un motociclista di 64 anni è caduto mentre percorreva, nel pomeriggio di ieri mercoledì 11 maggio, la strada sterrata che dalla località di Lagdei conduce ai Lagoni, nel comune di Corniglio.;Corniglio, Lagdei;1;44.4758995;10.0889264;Corniglio, Parma, Emilia-Romagna, 43021, Italia
258;L'episodio si è verificato verso le ore 18.15: sul posto le ambulanze e la polizia locale Spettacolare incidente stradale nel tardo pomeriggio di oggi, mercoledì 11 maggio in viale Martiri della Libertà a Parma.;viale Martiri della Libertà;1;44.7954971;10.3314688;Viale Martiri della Libertà, Cittadella, Parma, Emilia-Romagna, 43121, Italia
259;Non è ancora chiara la dinamica dell'incidente che si è verificato all'angolo con via Paradigna: il giovane è stato trasportato d'urgenza al pronto soccorso La sua auto è finita fuori strada, per cause in corso di accertamento, mentre stava percorrendo via Forlanini a Parma, all'angolo con via Paradigna.;via Paradigna, via Forlanini;1;44.8437796;10.345458;Via Paradigna, Paradigna, San Martino, Parma, Emilia-Romagna, 43122, Italia
260;Le condizioni di salute della donna sono sensibilmente migliorate: si trova nell'area rossi del pronto soccorso E' fuori pericolo la ciclista di 49 anni che, nella giornata di ieri lunedì 9 maggio, è rimasta gravemente ferita dopo loscontrocon un furgone in via Mantova.;via Mantova;1;44.8014036;10.3502122;Via Mantova, San Lazzaro, Vicopò, Parma, Emilia-Romagna, 43123, Italia
261;L'incidente a Torrechiara stamattina intorno alle 7.30 Incidente sulla Massese a Torrechiara stamattina intorno alle 7.30.;Torrechiara;1;44.656766;10.2781141;Torrechiara, Langhirano, Parma, Emilia-Romagna, 43037, Italia
262;Una 49enne è stata trasportata d'urgenza in ospedale: le sue condizioni sono serie Gravissimo incidente oggi, 9 maggio, intorno alle 13,30 a un incrocio con via Mantova.;via Mantova;1;44.8014036;10.3502122;Via Mantova, San Lazzaro, Vicopò, Parma, Emilia-Romagna, 43123, Italia
264;In azione le squadre dei vigili del fuoco di Parma e di Borgotaro Paura nella notte tra sabato 7 e domenica 8 maggio a Ghiare di Berceto.;Borgotaro, Ghiare di Berceto;1;44.487053;9.765777;Borgo Val di Taro, Parma, Emilia-Romagna, 43043, Italia
265;L'incendio si è verificato verso le ore 7: sul posto alcune squadre dei vigili del fuoco e la polizia stradale Un camion che trasportava materiale destinato alle ferramenta è andato a fuoco mentre stava percorrendo l'autostrada A15 in direzione Sud, all'altezza del casello di Parma Ovest.;l'autostrada A15, Parma Ovest;1;44.8760299;10.2419283;Autostrada A15 Tirreno-Brennero, Golese, Parma, Sissa Trecasali, Parma, Emilia-Romagna, 43018, Italia
266;Incidente stradale poco dopo le ore 12.15 tra i caselli di Parma e di Campegine, in direzione Bologna: non sono stati coinvolti altri veicoli Grave incidente stradale all'ora di pranzo di oggi, giovedì 5 maggio.;Campegine, Bologna;1;44.8107517;10.336442;Via Bologna, San Leonardo, Parma, Emilia-Romagna, 43121, Italia
267;L'incidente si è verificato nella mattinata di oggi in corrispondenza di via Pasolini Grave incidente stradale nella mattinata di oggi, giovedì 5 maggio, a Fidenza tra la via Emilia e via Pier Paolo Pasolini.;via Pasolini, Fidenza, la via Emilia, via Pier Paolo Pasolini;1;44.8560686;10.0973942;Via Pier Paolo Pasolini, Fidenza, Parma, Emilia-Romagna, 43036, Italia
268;L'incidente si è verificato nella mattinata di oggi: il conducente non ha riportato ferite Nella mattinata di oggi, giovedì 5 maggio, un tir si è ribaltato in località Panocchia, lungo la strada provinciale Pedemontana, all'intersezione con strada Pilastro.;Panocchia, Pedemontana, strada Pilastro;0;44.6787491;10.3103886;Panocchia, Parma, Emilia-Romagna, Italia
269;Ieri a mezzanotte una macchina contro un camion di trasporti eccezionali all'altezza della semicurva del cavalcavia che da Castione Marchesi conduce a Fidenza Incidente ieri sera intorno alla mezzanotte: auto contro un camion di trasporti eccezionali all'altezza della semicurva del cavalcavia che da Castione Marchesi conduce a Fidenza.;Castione Marchesi, Fidenza;1;44.9117724;10.0312027;Castione Marchesi, Fidenza, Parma, Emilia-Romagna, Italia
270;Il ragazzo, residente a Traversetolo, stava viaggiando a bordo della sua moto quando si sarebbe scontrato con un altro mezzo Gravissimo incidente stamattina intorno alle 8 in strada Argini, dove un 18enne è stato sbalzato dalla sua moto ed è ora ricoverato in condizioni gravissime.;Traversetolo, strada Argini;1;44.6392123;10.3817954;Traversetolo, Parma, Emilia-Romagna, 43029, Italia
271;L'incidente si è verificato ieri sera a Borgotaro.;Borgotaro;1;44.487053;9.765777;Borgo Val di Taro, Parma, Emilia-Romagna, 43043, Italia
272;L'incidente ieri sera intorno alle 22 Gravissimo incidente ieri sera sulla Pedemontana, a Panocchia.;Pedemontana, Panocchia;1;44.677369;10.3107894;Via Pedemontana Est, Ponte, Vigatto, Panocchia, Parma, Emilia-Romagna, Italia
273;Il conducente ricoverato in Pronto soccorso Incidente stanotte poco prima dell'una in via Emilio Lepido, all'altezza di Pittarosso, dove un'auto ha sbandato finendo fuori strada, incastrandosi tra due pali.;via Emilio Lepido, Pittarosso;1;44.7745279;10.4108251;Via Emilio Lepido, Il Moro, San Lazzaro, San Prospero Parmense, Parma, Emilia-Romagna, Italia
274;Decisivo il sistema di videosorveglianza dell'Unione Pedemontana Parmense E' durata poco la fuga dell'auto pirata che ieri a Monticelli Terme, in via Verdi, avrebbe investito un anziano di 75 anni sulle strisce pedonali.;Monticelli Terme, via Verdi;1;44.7265026;10.3952777;Monticelli Terme, Montechiarugolo, Parma, Emilia-Romagna, 43022, Italia
275;L'incidente è avvenuto stanotte per cause in corso di accertamento Dopo il doppio incidente avvenuto ieri sera a Roccamurata, frazione di Borgotaro, quando in meno di un'ora si sono verificati prima uno scontro auto-moto e poi un tamponamento tra due veicoli (il bilancio complessivo è stato di tre feriti), stanotte un altro sinistro è avvenuto intorno all'1,30: stavolta a Sacca di Colorno.;Roccamurata, Borgotaro, Sacca di Colorno;1;44.5317357;9.8750447;Roccamurata, Borgo Val di Taro, Parma, Emilia-Romagna, Italia
276;L'incidente ieri sera intorno alle 22.30 Cade dal monopattino su strada Langhirano e finisce a terra provocandosi numerose ferite.;strada Langhirano;1;44.7838058;10.3252377;Strada Langhirano, Montanara, Parma, Emilia-Romagna, 43125, Italia
277;Nel primo impatto un motociclista è finito in Pronto soccorso, nel secondo due persone sono state ricoverate in ospedale Due incidenti e tre feriti.;Pronto soccorso;1;44.7999031;10.3062881;Pronto Soccorso, Strada Abbeveratoia, Pablo, Parma, Emilia-Romagna, 43125, Italia
278;L'incidente è avvenuto in mattinata Un grave incidente stradale si è verificato nella mattinata di oggi, venerdì 29 aprile, prima delle ore 9 a Riccò di Fornovo, lungo la strada statale della Cisa.;Riccò di Fornovo, la strada statale della Cisa;1;44.7015416;10.1239948;Riccò di Fornovo, Fornovo di Taro, Parma, Emilia-Romagna, 43014, Italia
279;L'incidente si è verificato nella serata di ieri, i due uomini a bordo del mezzo stavano andando a lavorare: l'autista ha riportato ferite di media gravità Gravissimo incidente stradale nella serata di ieri, giovedì 29 aprile, a Sanguinaro di Noceto.;Sanguinaro, Noceto;1;44.8421788;10.1450056;Sanguinaro, Noceto, Parma, Emilia-Romagna, 43015, Italia
280;Gli incidenti si sono verificati in via Emilia Est e in strada Val Parma Due incidenti stradali, in via Emilio Lepido in località San Prospero e in strada Val Parma, a pochi chilometri da Panocchia, hanno provocato la morte di due caprioli.;via Emilia Est, via Emilio Lepido, San Prospero, Panocchia;1;44.7981054;10.3413932;Via Emilia Est, Parma Centro, Parma, Emilia-Romagna, 43121, Italia
281;L'episodio si è verificato dopo mezzanotte E' caduto a terra mentre si trovava a bordo di un monopattino e stava percorrendo via del Campo a Parma.;via del Campo;1;44.787368;10.3575214;Via Giuseppe del Campo, Lubiana, Parma, Emilia-Romagna, 43123, Italia
282;L'incidente è avvenuto in via Langhirano a Parma: i due protagonisti hanno anche discusso animatamente e sono stati identificati dalla polizia locale Sono rimasti coinvolti in un incidente stradale in via Langhirano a Parma, sono scesi dai rispettivi veicoli ed hanno avviato un'animata discussione sulla dinamica dello scontro.;via Langhirano;1;44.7685177;10.3271144;Via Langhirano, Tangenziale Sud, Vigatto, Parma, Emilia-Romagna, 43134, Italia
283;Nella notte un 45enne si è schiantato contro il guardrail lungo la tangenziale, a causa di una buca sull'asfalto dell'Asolana nella rotatoria con via Forlanini quattro veicoli si sono danneggiati Nel corso del week end si sono verificati diversi incidenti stradali, che hanno impegnato le pattuglie del settore proiezione esterna della polizia locale di Parma.;Asolana, via Forlanini;1;44.8789263;10.3503321;Strada statale 343 Asolana, San Polo, Torrile, Parma, Emilia-Romagna, 43056, Italia
284;L'incidente si è verificato al chilometro 112 in direzione Milano Incidente nella mattinata di oggi, martedì 26 aprile, lungo l'autostrada A1.;Milano, l'autostrada A1;1;44.6371441;10.324798;Milano, La Costa, Lesignano de' Bagni, Parma, Emilia-Romagna, 43037, Italia
286;L'incidente si è verificato verso le ore 14.15 Grave incidente stradale nel primo pomeriggio di oggi, sabato 23 aprile, in via Trento a Parma, nel quartiee San Leonardo.;via Trento, San Leonardo;1;44.8128522;10.3309145;Via Trento, San Leonardo, Parma, Emilia-Romagna, 43121, Italia
287;Paura lungo l'autostrada Parma-La Spezia all'altezza di Medesano, in direzione Nord: il conducente è in ospedale Grave incidente stradale nella serata di ieri, venerdì 22 aprile, lungo l'autostrada A15, all'altezza del comune di Medesano, in direzione Nord.;l'autostrada Parma-La Spezia, Medesano, l'autostrada A15;1;44.756739;10.1398342;Medesano, Parma, Emilia-Romagna, Italia
288;L'incidente è avvenuto alle ore 13.30 lungo strada Nazionale Stava percorrendo strada Nazionale a Collecchio quando ha perso il controllo dell'auto sulla quale stava viaggiando.;strada Nazionale, Collecchio;1;44.7421771;10.1962554;Strada Nazionale Ovest, Pontescodogna, Collecchio, Parma, Emilia-Romagna, 43038, Italia
290;L'incidente è avvenuto in strada Corniglio Ha perso il controllo del veicolo mentre si stava immettendo all'interno della rotonda e il mezzo si è ribaltato.;strada Corniglio;1;44.5013155;10.1145116;Strada Provinciale 13 di Corniglio, Moretta, Corniglio, Parma, Emilia-Romagna, Italia
291;L'incidente si è verificato in tarda mattinata all'altezza di Fontanellato: nell'auto anche alcuni bambini Un grave incidente stradale si è verificato nella tarda mattinata di oggi, martedì 19 aprile, lungo l'autostrada A1, all'altezza del chilometro 98 in direzione Nord, in corrispondenza di Fontanellato.;Fontanellato, l'autostrada A1;1;44.8822638;10.1729422;Fontanellato, Parma, Emilia-Romagna, 43012, Italia
292;L'incidente non avrebbe coinvolto altri veicoli: il ferito è stato trasportato al pronto soccorso Un grave incidente stradale si è verificato alle ore 22 di ieri sera, lunedì 18 aprile, a San Michele Tiorre.;San Michele Tiorre;1;44.6880761;10.2637587;San Michele Tiorre, Felino, Parma, Emilia-Romagna, 43035, Italia
293;L'incidente è avvenuto nel tardo pomeriggio Grave incidente stradale nel tardo pomeriggio di oggi, sabato 16 aprile a Roncole Verdi di Busseto.;Roncole Verdi, Busseto;1;44.9522902;10.0722229;Roncole Verdi, Busseto, Parma, Emilia-Romagna, 43011, Italia
294;L'incidente si è verificato poco prima delle ore 9 Grave incidente stradale nella mattinata di oggi, venerdì 15 aprile, nella zona della Crocetta a Parma.;Crocetta;1;44.807458;10.3007011;Crocetta, San Pancrazio, Valera, Parma, Emilia-Romagna, 43125, Italia
295;Il sinistro in direzione Bologna, sette chilometri di coda Un altro incidente in A1, nel tardo pomeriggio di oggi.;Bologna, A1;1;44.8107517;10.336442;Via Bologna, San Leonardo, Parma, Emilia-Romagna, 43121, Italia
298;Graziano Martorina, morto dopo lo schianto della sua moto contro un camion ieri mattina in via Emilia, lascia la moglie e i tre figli.;via Emilia;1;44.8191185;10.2416171;Via Emilia, Calestani, San Pancrazio, Fraore, Parma, Emilia-Romagna, 43126, Italia
299;A Collecchio frontale tra due auto Non solo l'incidente mortale di stamattina sulla via Emilia, dove a perdere la vita è stato un motociclista dopo lo schianto contro un camion.;Collecchio, via Emilia;1;44.7520202;10.2166909;Collecchio, Parma, Emilia-Romagna, 43044, Italia
300;Per consentire i soccorsi e i rilievi la via Emilia è stata temporaneamente chiusa in entrambe le direzioni nel tratto dell'incidente.;la via Emilia;1;44.8098944;10.3217529;EFSA, 1a, Via Carlo Magno, Cornocchio, Pablo, Parma, Emilia-Romagna, 43126, Italia
301;L'incidente è avvenuto verso le ore 7.30: sul posto vigili del fuoco, sanitari del 118 e polizia locale Grave incidente stradale nella mattinata di oggi, lunedì 11 aprile, lungo via Emilia Est, nei pressi della località Il Moro.;118, via Emilia Est, Il Moro;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
302;In via Reggio una Golf è uscita di strada finendo la corsa contro un albero Due incidenti, fortunatamente senza feriti, si sono verificati nella notte tra sabato 9 e domenica 10 aprile.;via Reggio;1;44.8133637;10.3191794;Via Reggio, Cornocchio, Pablo, Parma, Emilia-Romagna, 43121, Italia
303;Ieri lo scontro tra un'auto e un tir, stamattina un camion si ribalta e il tratto viene chiuso tra Fidenza e il bivio per l'A15.;Fidenza, l'A15;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
304;Nel tratto compreso tra i caselli di Fidenza e Parma in tre mesi più di venti incidenti con feriti gravi: se consideriamo anche i tamponamenti con feriti lievi la media sale ad un sinistro ogni due giorni Dall'inizio del 2022 lungo il tratto dell'autostrada A1 compreso tra i caselli di Parma e di Fidenza si sono verificati circa una ventina di incidenti stradali, considerando solo quelli con feriti gravi.;Fidenza, autostrada A1;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
305;Caos in autostrada, criticità alla circolazione anche nella zona dell'Interporto Nella mattinata di oggi, venerdì 8 aprile, un camion si è ribaltato mentre stava percorrendo l'autostrada A1, tra Fidenza e il bivio per l'A15.;Interporto, l'autostrada A1, Fidenza, l'A15;1;44.848032;10.2345961;CePIM Interporto di Parma, Fontevivo, Parma, Emilia-Romagna, Italia
306;L'episodio è avvenuto verso mezzogiorno: code e disagi alla circolazione Un tir ha perso il carico di mais mentre stava percorrendo la tangenziale Nord di Parma, all'altezza dell'uscita di via Paradigna.;via Paradigna;0;44.8329075;10.3439841;Via Paradigna, Cortile San Martino, San Martino, Parma, Emilia-Romagna, 43122, Italia
307;L'incidente è avvenuto poco prima delle ore 13 in strada Lodesana, prima della rotonda per Tabiano Un grave incidente stradale si è verificato all'ora di pranzo di oggi, lunedì 4 aprile, a Fidenza lungo la strada che porta a Tabiano di Salsomaggiore Terme.;strada Lodesana, Tabiano, Fidenza, Tabiano di Salsomaggiore Terme;1;44.8490227;10.0455057;Strada Lodesana, Fidenza, Parma, Emilia-Romagna, 43036, Italia
308;Circolazione bloccata in corrispondenza dell'uscita di via Langhirano Nella mattinata di oggi, venerdì 1° aprile, si è verificato un incidente stradale lungo la tangenziale Sud di Parma.;via Langhirano, la tangenziale;1;44.7685177;10.3271144;Via Langhirano, Tangenziale Sud, Vigatto, Parma, Emilia-Romagna, 43134, Italia
309;L'incidente non ha provocato feriti gravi Lunghe code tra Pontremoli e Borgotaro, lungo l'autostrada A15, in seguito ad un incidente stradale che si è verificato all'aba di oggi, venerdì 1° aprile.;Pontremoli, Borgotaro, strada A15;1;44.6596783;9.8521694;Pontremoli, Via Pontremoli, Varsi, Parma, Emilia-Romagna, 43049, Italia
310;L'incidente è avvenuto poco dopo la mezzanotte Grave incidente stradale nella notte tra giovedì 31 marzo e venerdì 1° aprile in via Emilo Lepido a San Prospero.;via Emilo Lepido, San Prospero;1;44.778375;10.398808;San Prospero Parmense, Parma, Emilia-Romagna, 43123, Italia
311;L'incidente è avvenuto alle ore 12.30 Verso le ore 12.30 di oggi, mercoledì 30 marzo, una ciclista è stata investita da un'auto mentre stava percorrendo la strada di fronte all'ospedale di Vaio di Fidenza, in via Don Enrico Tincati.;Vaio di Fidenza, via Don Enrico Tincati;1;44.8580586;10.036748;Vaio, Fidenza, Parma, Emilia-Romagna, 43036, Italia
313;Il 65enne di Collecchio è morto ieri sera nell'incidente a Varano.;Collecchio, Varano;1;44.7520202;10.2166909;Collecchio, Parma, Emilia-Romagna, 43044, Italia
314;Tragicoincidente mortalenella serata di ieri, domenica 27 marzo, lungo la strada provinciale per Varano de' Melegari, in località Lido, nei pressi della strada per Rubbiano.;Varano de' Melegari, Lido, Rubbiano;1;44.68806;10.011479;Varano de' Melegari, Parma, Emilia-Romagna, Italia
315;L'incidente è avvenuto lungo la provinciale in località Lido, in corrispondenza della strada per Rubbiano: per Pierluigi Savi di Collecchio non c'è stato nulla da fare Tragico schianto mortale tra due auto nella serata di domenica 27 marzo, a Varano dè Melegari: Pierluigi Savi, un 65enne di Collecchio è morto mentre il conducente del secondo veicolo, un 58enne, è rimasto gravemente ferito.;Lido, Rubbiano, Collecchio, Varano dè Melegari;1;44.6366776;10.3855705;Lido Valtermina, Le Piane, Sbizzini, Vignale, Traversetolo, Parma, Emilia-Romagna, Italia
317;L'incidente è avvenuto in strada Cava Paura a Vigatto, dove nella notte in strada Cava un'auto ha sbandato andando a sbattere contro un palo.;strada Cava Paura, Vigatto, strada Cava;1;44.7206441;10.3303243;Vigatto, Parma, Emilia-Romagna, 43124, Italia
318;Le due auto a contatto in prossimità della rotonda che collega Parma con la strada che porta a Collecchio.;Collecchio;1;44.7520202;10.2166909;Collecchio, Parma, Emilia-Romagna, 43044, Italia
319;L'incidente è avvenuto nella serata di ieri in via Centolance Grave incidente stradale nella serata di ieri, giovedì 24 marzo, a Noceto in via Centolance.;via Centolance, Noceto;1;44.8236432;10.1745689;Via Centolance, Cantone, Noceto, Parma, Emilia-Romagna, 43015, Italia
320;Controlli anti droga, anti smog e sulla sicurezza stradale della Polizia locale: l'incidente ha coinvolto un 31enne, ricoverato in gravi condizioni e segnalato come assuntore di sostanze stupefacenti Una domenica caratterizzata da molti interventi per la Polizia Locale: nel corso della giornata sono state effettuate le verifiche antismog, che rappresentano un impiego necessario della Polizia locale per garantire il rispetto dei limiti di emissione di CO2 nell’aria, in 6 diversi punti della Città, all'interno del perimetro delle tangenziali, per un totale di 42 veicoli controllati, 5 dei quali circolanti in violazione della normativa anti-inquinamento e altri 17 sanzionati per altre violazioni del codice della strada (cinture, telefonini, documenti di circolazione).;Città;1;44.6119823;9.8042375;Lago di Città, Varsi, Parma, Emilia-Romagna, Italia
321;L'incidente è avvenuto in località Fontanini: l'uomo è stato trasportato d'urgenza al pronto soccorso Grave incidente stradale nella mattinata di oggi, martedì 22 marzo, lungo via Langhirano, all'altezza della località Fontanini.;Fontanini, via Langhirano;1;44.751335;10.3185855;Fontanini, Vigatto, Alberi di Vigatto, Parma, Emilia-Romagna, 43124, Italia
324;Niccolò Melis è morto sul colpo: stava tornando a casa dal lavoro Drammatico incidente stradale mortale nei pressi di Vicomero, in strada Baganzola a Parma.;Vicomero, strada Baganzola;1;44.8794602;10.3218412;Vicomero, Golese, Parma, Emilia-Romagna, 43056, Italia
325;L'incidente è avvenuto verso le ore 9 Un grave incidente stradale si è verificato, nella mattinata di oggi, 11 marzo, all'incrocio tra via Pasini e viale Piacenza.;via Pasini, viale Piacenza;1;44.9802829;10.0413994;Via Alberto Pasini, Busseto, Parma, Emilia-Romagna, 43011, Italia
326;L'incidente si è verificato poco prima delle ore 9 Un grave incidente stradale si è verificato nella mattinata di oggi, venerdì 11 marzo, all'altezza di Bogolese, nel comune di Sorbolo Mezzani.;Bogolese, Sorbolo Mezzani;1;44.8290772;10.3923229;Bogolese, Sorbolo Mezzani, Parma, Emilia-Romagna, 43058, Italia
328;Augusto Barezzi è morto in seguito alle ferite riportate Tragedia in via Anselmi a Parma.;via Anselmi;1;44.8119096;10.3169981;Via Michelangelo Anselmi, Cornocchio, Pablo, Parma, Emilia-Romagna, 43125, Italia
329;Lo scontro è avvenuto all'alba Un grave incidente stradale si è verificato, poco prima delle ore 5.30 di stamattina sabato 5 marzo, all'altezza del ponte Italia.;Italia;1;44.7842768;10.3978943;Villa Italia, San Lazzaro, San Prospero Parmense, Parma, Emilia-Romagna, 43123, Italia
330;L'incidente è avvenuto verso le ore 5.30 Grave incidente stradale nelle prime ore della giornata di oggi, sabato 5 marzo, in via Mantova a Parma.;via Mantova;1;44.7986291;10.3469871;Via Mantova, San Lazzaro, Parma, Emilia-Romagna, 43123, Italia
331;L'incidente si è verificato verso le ore 5.30 lungo strada Canale di Busseto, in auto anche un'altra donna Gravissimo incidente stradale nelle prime ore della mattinata di oggi, giovedì 3 marzo, a Polesine Parmense.;strada Canale di Busseto, Polesine Parmense;1;45.0147268;10.0771171;strada Canale di Busseto, Ardella, Polesine Parmense, Polesine Zibello, Parma, Emilia-Romagna, 43010, Italia
333;L'incidente si è verificato verso le ore 9 Un grave incidente stradale si è verificato nella mattinata di oggi, 1° marzo, in via Gramsci a Parma.;via Gramsci;1;44.8638417;10.061193;Via Antonio Gramsci, Fidenza, Parma, Emilia-Romagna, 43036, Italia
334;L'incidente, avvenuto nel tratto tra la città borghigiana e Fiorenzuola, ha avuto ripersussioni anche sul traffico della Via Emilia in direzione Milano Sulla A1 Milano-Napoli all'altezza del tratto tra Fidenza e Fiorenzuola andando verso il capoluogo lombardo, ci sono 7 km di coda per un incidente avvenuto al km 76, in cui sono rimasti coinvolti un furgone e un camion.;Fiorenzuola, Via Emilia, Milano Sulla A1 Milano-Napoli, Fidenza, lombardo;1;44.8191185;10.2416171;Via Emilia, Calestani, San Pancrazio, Fraore, Parma, Emilia-Romagna, 43126, Italia
335;Incidente sulla strada che porta a Calestano, nei pressi di Sala Baganza.;Calestano, Sala Baganza;1;44.6007;10.1229945;Calestano, Parma, Emilia-Romagna, Italia
336;L'episodio è avvenuto nella notte tra il 22 e il 23 febbraio Si è schiantato in auto contro una panchina di piazzale Santa Croce a Parma, inclinando anche il lampione a lato.;piazzale Santa Croce;1;44.8041497;10.313945;Piazzale Santa Croce, Pablo, Parma, Emilia-Romagna, 43125, Italia
338;L'incidente si è verificato poco prima delle 13.30: le due persone a bordo sono uscite praticamente illese Paura lungo l'autostrada A1,in direzione Milano, nel primo pomeriggio di oggi, venerdì 18 febbraio.;Milano;0;44.6371441;10.324798;Milano, La Costa, Lesignano de' Bagni, Parma, Emilia-Romagna, 43037, Italia
339;L'incidente è avvenuto in corrispondenza del bivio per Piacenza e Reggio Emilia Grave incidente nella mattinata di oggi, venerdì 18 febbraio, lungo la tangenziale Sud a Parma.;Piacenza, Reggio Emilia;1;44.8075971;10.3098696;Viale Piacenza, Cornocchio, Pablo, Parma, Emilia-Romagna, 43125, Italia
340;L'incidente si è verificato in mattinata Un giovane è stato investito, nella mattinata di oggi giovedì 17 febbraio, da un'auto in borgo Riccio da Parma, in pieno centro storico.;Riccio;1;44.6046617;9.9283093;Ca' del Riccio, i Molinari, Solignano, Parma, Emilia-Romagna, 43050, Italia
