articolo_id;frase;entities;grave;latitudine;longitudine;pos
928;Il conducente ha perso il controllo del veicolo: sul posto automediche e ambulanze Grave incidente stradale a Castione Marchesi, frazione del Comune di Fidenza, nella serata di venerdì 28 dicembre.;Castione Marchesi, Comune di Fidenza;1;44.9117724;10.0312027;Castione Marchesi, Fidenza, Parma, Emilia-Romagna, Italia
931;Il giovane 19enne morto nell'incidente nella notte tra sabato e domenica a San Nicomede giocava negli Juniores dell'Alsenese E' uscito di strada con la sua Citroen C3, l'auto si è ribaltata ed è andata a sbattere contro un muro.;San Nicomede;1;44.8412207;9.9836;San Nicomede, Salsomaggiore Terme, Parma, Emilia-Romagna, 43039, Italia
932;L'incidente è avvenuto nella notte in strada dei Mercati: sul posto Vigili del Fuoco e ambulanze Grave incidente stradale nella notte in strada dei Mercati a Parma.;Mercati;1;44.5744393;9.8642231;Mercati di sotto, Pieve di Gusaliggio, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
933;L'incidente è avvenuto alle 5.30 di notte vicino a Salsomaggiore Tragico schianto nella notte tra sabato 22 e domenica 23 dicembre a San Nicomede, frazione di Salsomaggiore Terme.;Salsomaggiore, San Nicomede, Salsomaggiore Terme;1;44.814762;9.979576;Salsomaggiore Terme, Parma, Emilia-Romagna, Italia
934;L'incidente è avvenuto nel pomeriggio luogo la Massese: il ferito è stato liberato dai Vigili del Fuoco Grave incidente nel pomeriggio di oggi 21 dicembre.;Massese;1;44.5973805;10.2520846;Strada Provinciale Massese, Berzola, Langhirano, Parma, Emilia-Romagna, 43013, Italia
935;La tragedia nel pomeriggio: il tratto tra Parma e Terre di Canossa in direzione Milano è stato chiuso, ci sono 7 chilometri di coda Spaventoso incidente nel pomeriggio di oggi venerdì 21 dicembre lungo l'autostrada A1 in corrispondenza del chilometro 114 in direzione Milano.;Terre di Canossa, Milano, l'autostrada A1;1;44.6371441;10.324798;Milano, La Costa, Lesignano de' Bagni, Parma, Emilia-Romagna, 43037, Italia
936;La circolazione è difficoltosa, rallentamenti e disagi al traffico per tutta la mattinata Un maxi tamponamento tra sei veicoli, avvenuto dopo le ore 7 alla rotonda del Campus, all'uscita dalla tangenziale Sud, ha provocato rallentamenti e traffico in numerose vie cittadine, a ridosso della tangenziale ma anche in vie più interne.;Campus, Sud;0;44.765281;10.3109845;campus, Parco Area delle Scienze, Antognano, Vigatto, Parma, Emilia-Romagna, 43124, Italia
938;L'incidente è avvenuto alle 2.30 di stanotte: il ferito è nell'area rossi del Pronto Soccorso A Chiozzola di Taro nella notte tra venerdì 14 e sabato 15 dicembre si è verificato un grave incidente stradale con un ferito che è finito nell'area rossi del Pronto Soccorso del Maggiore.;Pronto Soccorso, Chiozzola di Taro, Pronto Soccorso del Maggiore;1;44.7999031;10.3062881;Pronto Soccorso, Strada Abbeveratoia, Pablo, Parma, Emilia-Romagna, 43125, Italia
939;L'incidente è avvenuto alle 2 lungo la strada provinciale: sul posto i soccorritori del 118 Grave incidente stradele nella notte tra venerdì e sabato nei pressi di Fornovo, lungo la strada provinciale.;118, Fornovo;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
941;L'incidente è avvenuto alle ore 15: il conducente della Punto è stato estratto dall'abitacolo dai Vigili del Fuoco e poi trasportato con l'elisoccorso in ospedale Pauroso scontro frontale nel pomeriggio di oggi, mercoledì 12 dicembre, a Vicomero, lungo la strada provinciale.;Vicomero;1;44.8794602;10.3218412;Vicomero, Golese, Parma, Emilia-Romagna, 43056, Italia
942;Il ciclista è stato soccorso dall'ambulanza e trasportato all'Ospedale di Borgotaro Un ciclista 60enne residente in provincia di Parma stava compiendo un'escursione a bordo della propria mountain bike la mattina dell'11 dicembre in Alta Val Taro nel comune di Bedonia quando, non lontano dalla località di Borio, è caduto riportando un doloroso trauma ad una caviglia.;Bedonia, Borio;1;44.5036306;9.6298851;Bedonia, Parma, Emilia-Romagna, Italia
943;E' successo a Montechiarugolo nel pomeriggio di domenica: la donna, che era alla guida di una Punto pur non potendo, è stata sanzionata amministrativamente.;Montechiarugolo;1;44.6934008;10.4224798;Montechiarugolo, Parma, Emilia-Romagna, 43022, Italia
944;L'incidente si è verificato alle due: sul posto i soccorritori del 118 Grave incidente nella notte tra il 7 e l'8 dicembre a Soragna.;118, Soragna;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
945;L'incidente è avvenuto nella mattinata di giovedì 6 dicembre alle ore 7.30 Un pedone è stato investito in via Po, nel quartiere Montanara, nella mattinata di oggi, giovedì 6 dicembre.;via Po, Montanara;1;44.7881766;10.3212739;Via Po, Montanara, Parma, Emilia-Romagna, 43125, Italia
946;Adriano Rossetti ha perso la vita a Castione Marchesi nel pomeriggio del 5 dicembre Stava tornando con la moglie a Busseto quando all'improvviso è stato colto da una malore, probabilmente un attacco cardiocircolatorio, ha perso il controllo della sua Lancia Musa ed è finito contro il garage di un'abitazione.;Castione Marchesi, Busseto;1;44.9117724;10.0312027;Castione Marchesi, Fidenza, Parma, Emilia-Romagna, Italia
947;L'incidente è avvenuto alle 17.30: sul posto le ambulanze e l'automedica Grave incidente stradale nel pomeriggio di mercoledì 5 dicembre a Castione Marchesi, nel Comune di Fidenza.;Castione Marchesi, Fidenza;1;44.9117724;10.0312027;Castione Marchesi, Fidenza, Parma, Emilia-Romagna, Italia
948;L'incidente sul lavoro è avvenuto alle ore 12 in corrispondenza dell'uscita di via Venezia: l'uomo si trova ricoverato in Rianimazione Grave incidente sul lavoro verso mezzogiorno di mercoledì 5 dicembre.;via Venezia;1;44.8115399;10.3440724;Via Venezia, Quartiere Benedetta, San Leonardo, Parma, Emilia-Romagna, 43121, Italia
949;L'incidente si è verificato la mattina del 4 dicembre prima delle 8: il conducente è rimasto incastrato nell'abitacolo e liberato dai Vigili del Fuoco Grave incidente nella mattinata di oggi, martedì 4 dicembre, in strada Cornazzano a Viarolo.;strada Cornazzano, Viarolo;1;44.8718251;10.3072732;Strada Cornazzano, Cervara, Golese, Castelnovo, Parma, Emilia-Romagna, 43100, Italia
950;I conducenti dei due mezzi sono rimasti feriti in modo lieve Nel tardo pomeriggio di lunedì 3 dicembre si è verificato un incidente stradale in via Traversetolo, all'altezza di Botteghino.;via Traversetolo, Botteghino;1;44.7748233;10.347106;Via Traversetolo, Cittadella, Marore, Parma, Emilia-Romagna, 43123, Italia
951;L'incidente è avvenuto poco prima di mezzogiorno: sul posto i soccorritori del 118 che hanno trasportato il conducente della moto a a sirene spiegate in ospedale Grave incidente nella tarda mattinata di oggi, lunedì 3 dicembre.;118;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
952;L'incidente è avvenuto nel primo pomeriggio di ieri, 30 novembre, a San Martino Sinzano Ha perso il controllo della sua bicicletta e si è schiantato contro un muretto a San Martino Sinzano, nel Comune di Collecchio.;San Martino Sinzano, Collecchio;1;44.7512898;10.2495682;San Martino Sinzano, Collecchio, Parma, Emilia-Romagna, 43044, Italia
953;L'incidente è avvenuto nella notte tra martedì e mercoledì in via Spezia: il ragazzo stava andando al suo primo giorno di lavoro in un panificio Stava percorrendo via Spezia per recarsi al suo primo giorno di lavoro in un panificio della zona.;via Spezia;1;44.7510723;10.2135388;Via Spezia, Collecchio, Parma, Emilia-Romagna, 43044, Italia
957;L'incidente è avvenuto alle 8 del 27 novembre: sul posto i soccorritori del 118 Un pedone è stato investito da un'auto nella mattinata di oggi, martedì 27 novembre, mentre si trovava in via Duca Alessandro a Parma.;118, via Duca Alessandro;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
958;L'incidente è avvenuto all'una di notte: per uno dei quattro giovani a bordo dell'auto non c'è stato niente da fare Tragico schianto nella notte tra sabato 24 e domenica 25 novembre a Chiusa Ferranda, una frazione di Fidenza.;Chiusa Ferranda, Fidenza;1;44.903802;10.0951912;Chiusa Ferranda, Fidenza, Parma, Emilia-Romagna, 43019, Italia
959;L'incidente è avvenuto poco prima delle ore 12 Nella mattinata di oggi, venerdì 23 novembre, un pedone è stato investito da un'auto mentre si trovava in viale Fratti.;viale Fratti;1;44.8065818;10.3357507;Viale Antonio Fratti, Parma Centro, Parma, Emilia-Romagna, 43121, Italia
960;Si fa sempre più concreta l'ipotesi del suicidio: il 38enne bolognese, deceduto nello scontro e indagato per la morte del padre, aveva lasciato le sue disposizioni testamentarie all'avvocato Pochi giorni prima del terribile incidente stradale che si è verificato due giorni fa in via Emilia, all'altezza di Parola di Fidenza, Francesco Masetti, il 38enne bolognese deceduto nello schianto, aveva inviato un plico al suo avvocato Alessandro Veronesi, contenente le sue disposizione testamentarie.;via Emilia, Parola di Fidenza;1;44.8191185;10.2416171;Via Emilia, Calestani, San Pancrazio, Fraore, Parma, Emilia-Romagna, 43126, Italia
961;La vittima dell'incidente Francesco Masetti, 38enne bolognese che guidava la Dacia Duster, era indagato per la morte del padre per avvelenamento ma si era sempre professato innocente Dopo il tragico schianto di ieri pomeriggio tra una Dacia Duster e un camion in via Emilia, all'altezza di Parola, che ha provocato la morte del 38enne bolognese Francesco Masetti e il ferimento del camionista 59enne, che si trova in condizioni critiche nel reparto di Rianimazione del Maggiore, una delle ipotesi investigative, al vaglio degli inquirenti e che deve ancora essere accertata, è che dietro l'incidente ci possa essere stata la volontà suicida del conducente dell'auto, indagato da pochi giorni a Bologna per la morte del padre 70enne, avvenuta per avvelenamento.;via Emilia, Parola, Bologna;1;44.8191185;10.2416171;Via Emilia, Calestani, San Pancrazio, Fraore, Parma, Emilia-Romagna, 43126, Italia
963;Franco Filiberti è morto nel tragico incidente di stamattina di fronte al cimitero Un uomo di 73 anni, Franco Filiberti, è stato travolto ed ucciso da un'auto nei pressi del cimitero di San Secondo.;San Secondo;1;44.9201605;10.229558;San Secondo Parmense, Parma, Emilia-Romagna, 43017, Italia
964;Il tragico incidente è avvenuto alle 19.30 del 16 novembre nella frazione di Diolo.;Diolo;1;44.965905;10.1481737;Diolo, Soragna, Parma, Emilia-Romagna, 43019, Italia
965;La 36enne investita in via Venezia è ancora in Rianimazione: il fidanzato ha scritto un appello Un appello su Facebook del fidanzato della donna investita in via Venezia venerdì scorso da un'auto pirata, che si trova ancora in gravissime condizioni nel reparto di Rianimazione dell'Ospedale Maggiore di Parma.;via Venezia;1;44.8106895;10.3599682;Via Venezia, Quartiere Benedetta, San Leonardo, Vicopò, Parma, Emilia-Romagna, 43122, Italia
966;L'incidente è avvenuto dopo le 6.30: sul posto i soccorritori del 118 Grave incidente nelle prime ore della mattina di lunedì 5 novembre.;118;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
967;L'incidente è avvenuto in via Solferino: la donna si trova nel reparto di Rianimazione Grave incidente nel tardo pomeriggio di ieri a Fornovo, in via Solferino.;via Solferino, Fornovo;1;44.8604421;10.056368;Via Solferino, Fidenza, Parma, Emilia-Romagna, 43036, Italia
968;L'incidente è avvenuto tra le località di Piane di Carniglia e Pontestrambo, sulla strada che costeggiando il fiume Taro collega Bedonia alla Liguria: il conducente è rimasto incredibilmente illeso Nella notte tra il 31 ottobre ed il 1° novembre, una grande task force di soccorritori è stata mobilitata in seguito ad uno spaventoso incidente stradale verificatosi nel comune di Bedonia, tra le località di Piane di Carniglia e Pontestrambo, sulla strada che costeggiando il fiume Taro collega Bedonia alla Liguria tramite il Passo del Bocco.;Piane di Carniglia, Pontestrambo, Bedonia, Liguria;1;44.4856234;9.6146733;Piane di Carniglia, Bedonia, Parma, Emilia-Romagna, 43041, Italia
969;"Parla il presidente della Federazione nazionale degli Ordini dei medici chirurghi e degli odontoiatri, Filippo Anelli ""Apprendiamo con estrema tristezza del grave incidente avvenuto questa mattina lungo la via Emilia, che ha coinvolto un'auto medica e un'ambulanza.";la via Emilia;1;44.8098944;10.3217529;EFSA, 1a, Via Carlo Magno, Cornocchio, Pablo, Parma, Emilia-Romagna, 43126, Italia
970;Il cordoglio di Azienda Ospedaliera e Usl Il gravissimo incidente di Fraore, che ha portato alla morte della volontaria della Pubblica Assistenza di Borgotaro Angela Bozzia, ha provocato anche il ferimento grave della bimba di un anno, la paziente che era stata soccorsa a Gotra di Borgotaro poichè aveva febbre alta e convulsioni, il medico 62enne, l'autista dell'ambulanza e l'autista dell'automedica.;Fraore, Gotra, Borgotaro;1;44.819555;10.2612586;Fraore, Parma, Emilia-Romagna, 43126, Italia
971;"Il ricordo della volontaria della Pubblica Assistenza Angela Bozzia, morta nell'incidente di martedì mattina all'alba a Fraore: ""Trent'anni da volontaria, onore Angela Bozzia, 54 anni, volontaria della Pubblica Assistenza di Borgotaro e Albareto da trent'anni è morta la mattina del 30 ottobre nel tragico incidente stradale che ha coinvolto un'ambulanza e un'automedica di Borgotaro e un autocarro.";Fraore, Borgotaro, Albareto;1;44.819555;10.2612586;Fraore, Parma, Emilia-Romagna, 43126, Italia
972;Il drammatico incidente si è verificato alle 5.30 di stamattina: l'ambulanza e un'automedica della Pubblica di Borgotaro, che stavano trasportando la piccola al Maggiore, si sono scontrate con un bilico Gravissimo incidente stradalealle prime luci dell'alba di oggi, martedì 30 ottobre, a Fraore in via Emilia Ovest.;Fraore, via Emilia Ovest;1;44.819555;10.2612586;Fraore, Parma, Emilia-Romagna, 43126, Italia
973;Una giovane studentessa 18enne dell'Ulivi, che viveva nel reggiano, è morta poche ore dopo essere stata investita da un furgone mentre andava a scuola venerdì mattina.;Ulivi;1;44.7855769;10.3312216;Via Giacomo Ulivi, Cittadella, Parma, Emilia-Romagna, 43121, Italia
974;La donna, che si trovava in sella allo scooter che si è schiantato contro una Lancia Y, è stata ricoverata nel reparto di Rianimazione al Maggiore Grave incidente nella serata di ieri, mercoledì 24 ottobre, all'incrocio tra viale Milazzo e via della Villetta.;viale Milazzo, via della Villetta;1;44.7940143;10.3173512;Viale Milazzo, Molinetto, Parma, Emilia-Romagna, 43125, Italia
976;L'incidente è avvenuto poco dopo le ore 18 del 24 ottobre: uno dei feriti è stato trasportato in elisoccorso al Maggiore, sul posto due squadre dei Vigili del Fuoco, le automediche e i carabinieri Paura nel pomeriggio di oggi, mercoledì 24 ottobre a Respiccio di Fornovo, lungo la strada statale.;Respiccio di Fornovo;1;44.6724022;10.1089518;Respiccio, Fornovo di Taro, Parma, Emilia-Romagna, 43045, Italia
977;Il ricordo della giovane Alexandra La Torre, rimasta vittima del terribile incidente in autostada: la Panda sulla quale viaggiava con altre due ragazze si è ribaltata e poi è stata centrata in pieno da un furgone Iveco Daily Alexandra La Torre, una ragazza solare che le colleghe di lavoro adoravano anche per la sua professionalità è morta tragicamente nell'incidente lungo l'autostrada A1 che si è verificato nella notte tra il 22 ed il 23 ottobre all'altezza di Fontanellato.;l'autostrada A1, Fontanellato;1;44.8137898;10.413487;Autostrada del Sole, Casalbaroncolo, San Lazzaro, Beneceto, Parma, Val d’Enza, Parma, Emilia-Romagna, 43058, Italia
978;Alexandra La Torre è morta dopo che l'auto sulla quale viaggiava con due amiche si è scontrata con un furgone e si è ribaltata Gravissimo incidente stradale nella notte tra il 22 ed il 23 ottobre lungo l'autostrada A1.;l'autostrada A1;1;44.8137898;10.413487;Autostrada del Sole, Casalbaroncolo, San Lazzaro, Beneceto, Parma, Val d’Enza, Parma, Emilia-Romagna, 43058, Italia
979;Anna Pallini è morta nel drammatico incidente di ieri sera a Tortiano: il ricordo della giovane 16enne Anna Pallini è morta a 16 anni mentre si trovava a bordo della Fiat Panda a metano, guidata dal fratello Matteo di 18 anni: il drammatico incidente è avvenuto nel tardo pomeriggio di ieri, domenica 21 ottobre, lungo la strada che collega Basilicagoiano a Traversetolo.;Tortiano, Basilicagoiano, Traversetolo;1;44.6796752;10.4110891;Tortiano, Montechiarugolo, Parma, Emilia-Romagna, 43022, Italia
983;L'incidente si è verificato verso l'una di notte: sul posto gli operatori sanitari hanno trasportato il ferito al Pronto Soccorso Un grave incidente si è verificato nella notte tra il 13 ed il 14 ottobre a Cascinapiano, alle porte di Langhirano.;Pronto Soccorso, Cascinapiano, Langhirano;1;44.7999031;10.3062881;Pronto Soccorso, Strada Abbeveratoia, Pablo, Parma, Emilia-Romagna, 43125, Italia
985;L'incidente è avvenuto nel pomeriggio del 13 ottobre a Martorano Grave incidente stradale nel pomeriggio di oggi, sabato 13 ottobre.;Martorano;1;44.7580164;10.4119825;Martorano, Parma, Emilia-Romagna, 43022, Italia
986;L'incidente si è verificato nel pomeriggio del 12 ottobre Nel pomeriggio di oggi, venerdì 12 ottobre, si è verificato un grave incidente stradale in via Trombara, tra viale Pasini e viale Piacenza.;via Trombara, viale Pasini, viale Piacenza;1;44.8078292;10.3152481;Via Giacomo Trombara, Oltretorrente, Parma, Emilia-Romagna, 43125, Italia
987;L'auto ha urtato lateralmente la bicicletta: il conducente trasportato al Pronto Soccorso dal personale sanitario Nel tardo pomeriggio di ieri, 11 ottobre, un ciclista è stato da un'auto mentre stava percorrendo via San Leonardo.;Pronto Soccorso, via San Leonardo;1;44.7999031;10.3062881;Pronto Soccorso, Strada Abbeveratoia, Pablo, Parma, Emilia-Romagna, 43125, Italia
988;Il pedone è rimasto incastrato sotto l'auto: trasportato d'urgenza al Pronto Soccorso Grave incidente nel pomeriggio di oggi, martedì 9 ottobre.;Pronto Soccorso;1;44.7999031;10.3062881;Pronto Soccorso, Strada Abbeveratoia, Pablo, Parma, Emilia-Romagna, 43125, Italia
990;Cristiano Giordani è deceduto sul colpo in un incidente che si è verificato a Boretto, sulla Cispadana: è rimasto schiacciato all'interno dell'abitacolo Gravissimo incidente nel tardo pomeriggio di ieri, venerdì 5 ottobre, a Boretto, in provincia di Reggio Emilia.;Boretto, Reggio Emilia;1;44.8133637;10.3191794;Via Reggio, Cornocchio, Pablo, Parma, Emilia-Romagna, 43121, Italia
991;L'incidente è avvenuto prima delle ore 7 di mattina del 4 ottobre Grave incidente stradale alle prime luci dell'alba di oggi, giovedì 4 ottobre nei pressi di Baganzola.;Baganzola;1;44.8562181;10.3085125;Baganzola, Golese, Parma, Emilia-Romagna, 43100, Italia
992;Il conducente di un filobus della linea 3 ha frenato bruscamente per non tamponare una Smart che ha arrestato la corsa in mezzo alla carreggiata nei pressi dell'Arco di San Lazzaro Una brutta disavventura finita al Pronto Soccorso dell'Ospedale Maggiore di Parma con ferite ed escoriazioni.;Arco di San Lazzaro;1;44.7959428;10.3478768;Arco di San Lazzaro, Via Emilia Est, Lubiana, Parma, Emilia-Romagna, 43123, Italia
993;L'incidente è avvenuto dopo mezzanotte e mezza all'altezza del chilometro 113: sul posto i mezzi di soccorso Grave incidente nella notte tra il 29 e il 30 settembre lungo l'autostrada A1, nei pressi di Parma.;l'autostrada A1;1;44.8137898;10.413487;Autostrada del Sole, Casalbaroncolo, San Lazzaro, Beneceto, Parma, Val d’Enza, Parma, Emilia-Romagna, 43058, Italia
994;Alle 7.20 lo schianto tra i due mezzi Due auto si sono scontrare la mattina del 29 settembre vicino all'abitato di Rimale di Fidenza: le cause dello schianto sono in corso di accertamento.;Rimale di Fidenza;1;44.8845548;10.0213495;Rimale, Fidenza, Parma, Emilia-Romagna, 43036, Italia
995;L'incidente è avvenuto alle 7.40 di sabato 29 settembre: sul posto le ambulanze del 118 Alle prime ore della mattina di oggi, sabato 29 settembre, si è verificato un grave incidente stradale a Fraore, sulla statale Emilia Ovest.;118, Fraore;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
996;L'anziano è stato trasportato con l'elisoccorso in ospedale Grave incidente stradale a Busseto nella serata di ieri venerdì 28 settembre.;Busseto;1;44.9809569;10.0424746;Busseto, Parma, Emilia-Romagna, 43011, Italia
997;L'incidente è avvenuto alle 22 di ieri tra Scipione Ponte e Salsomaggiore Grave incidente nella serata di ieri tra Scipione Ponte e Salsomaggiore.;Scipione Ponte, Salsomaggiore;1;44.8315617;9.9563394;Scipione Ponte, Salsomaggiore Terme, Parma, Emilia-Romagna, 43039, Italia
998;L'incidente è avvenuto poco prima delle 9 di giovedì 27 settembre: sul posto i soccorritori del 118 Un grave incidente stradale si è verificato nella mattinata di oggi, giovedì 27 settembre.;118;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
1012;L'incidente è avvenuto alle 2.30 all'altezza di Berceto: sul posto ambulanze e forze dell'ordine Grave incidente stradale nella notte tra il 9 ed il 10 settembre lungo l'autostrada A15.;Berceto, l'autostrada A15;1;44.5106079;9.9896546;Berceto, Parma, Emilia-Romagna, 43042, Italia
1013;E' successo nel tardo pomeriggio del 4 settembre Un camion con un carico di orzo si è ribaltato nel pomeriggio di ieri, 4 settembre, mentre stava percorrendo la rotatoria di via Emilia Est, nella zona dell'ex Salamini.;via Emilia Est, Salamini;1;44.7981054;10.3413932;Via Emilia Est, Parma Centro, Parma, Emilia-Romagna, 43121, Italia
1014;Un giovane di Mezzani è stato rintracciato dai carabinieri e segnalato per omissione di soccorso e fuga da incidente con feriti: due persone sono finite in ospedale in gravi condizioni Ha tamponato tre auto che erano appena state coinvolte in un incidente stradale alle prime luci dell'alba di sabato 1° settembre a Boretto e poi è scappato, senza prestare soccorso ai feriti e facendo perdere le proprie tracce.;Mezzani, Boretto;1;44.9000966;10.4421595;Sorbolo Mezzani, Parma, Emilia-Romagna, Italia
1016;L'incidente è avvenuto poco prima delle 10 a Castelguelfo, i tir hanno tamponato l'auto e il furgone fermi dopo uno scontro: caos traffico e strada chiusa per ore Grave incidente nella mattinata di oggi, giovedì 30 agosto in via Emilia Ovest, all'altezza di Castelguelfo, alle porte di Parma.;Castelguelfo, via Emilia Ovest;1;44.8289178;10.195395;Castelguelfo, Fontevivo, Parma, Emilia-Romagna, 43010, Italia
1017;L'incidente è avvenuto alle ore 8 del 28 agosto all'altezza dell'uscita per via Europa Ha tamponato, con la sua moto, un camion mentre entrambi i mezzi stavano percorrendo la tangenziale Nord nella mattinata di oggi, martedì 28 agosto.;via Europa;1;44.8081286;10.3259994;Via Europa, Parma Centro, Parma, Emilia-Romagna, 43121, Italia
1018;L'incidente si è verificato alle 5.30 mentre i due mezzi transitavano in direzione Gaione E' stato investito da un'auto mentre si trovava in via Montanara, all'alba di oggi, lunedì 27 agosto.;Gaione, via Montanara;1;44.7587302;10.2881934;Gaione, Vigatto, Parma, Emilia-Romagna, 43124, Italia
1019;La giovane, che si trovava in vacanza con il fidanzato, ha riportato ferite serie ed ora si trova ricoverata all'Ospedale Cardarelli di Napoli Si trova ricoverata all'Ospedale Cardarelli di Napoli la 19enne di Fontanellato rimasta gravemente ferita in seguito ad un caduta dallo scooter che stava guidando a Piano di Sorrento, sui Colli di San Pietro.;Napoli, Fontanellato, Piano di Sorrento;1;44.9357426;10.3735403;Via Napoli, Colorno, Parma, Emilia-Romagna, 43052, Italia
1020;L'incidente è avvenuto all'1 e 40 tra sabato 25 e domenica 26: sul posto gli operatori del 118 Era da poco passata l'una e mezza di notte quando, per motivi in corso di accertamento, un'auto è finita fuori strada mentre percorreva la tangenziale Sud.;118;1;44.5957603;9.9267797;118, Provinciale del Mozzola, Stazione, Solignano, Valmozzola, Parma, Emilia-Romagna, 43050, Italia
1021;Il 53enne travolto da un fuoristrada e deceduto la mattina del 24 agosto nel reparto di Rianimazione correva con l'Atletica Barilla e lavorava per l'azienda di Pedrignano E' stato travolto da un fuoristrada, una Toyota Land Cruiser, mentre si stava allenando in via Torelli, appena uscito dal parco Martini.;Pedrignano, via Torelli, Martini;1;44.8314535;10.3777452;Pedrignano, Parma, Emilia-Romagna, 43122, Italia
1023;Il pedone si trova in Rianimazione e in prognosi riservata Un uomo di 53 anni è stato investito da un fuoristrada in tarda serata mentre stava attraversando la strada sulle strisce pedonali in via Torelli.;via Torelli;1;44.6927289;10.4222012;Via Torelli, Montechiarugolo, Parma, Emilia-Romagna, 42027, Italia
1024;Il ricordo di Stefania Mollica, la 26enne che ha perso la vita nello scontro frontale sul cavalcavia di viale Europa Stefania Mollica è morta a 26 anni a causa di untragico schianto frontale della sua Fiat Panda con una Fiat Stylo sul cavalcavia di viale Europa, a pochi passi dall'ingresso dell'autostrada.;viale Europa;1;44.8336968;10.3327346;Viale Europa, Moletolo, San Martino, Parma, Emilia-Romagna, 43100, Italia
1025;L'incidente è avvenuto poco prima di mezzanotte: l'automobilista ha riportato ferite di media gravità Grave incidente poco prima della mezzanotte di ieri, 23 agosto, a San Quirico di Trecasali.;San Quirico, Trecasali;1;44.4498508;9.6949639;San Quirico, Albareto, Parma, Emilia-Romagna, 43051, Italia
1027;L'incidente si è verificato alle 9.30 nei pressi di Fidenza Un violento scontro tra tre mezzi lungo l'autostrada A1 in direzione Sud si è verificato nella mattinata di oggi, martedì 21 agosto, verso le ore 9.30.;Fidenza, autostrada A1;1;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
1028;La 28enne morta nel tragico frontale di sabato notte dirigeva l'ufficio postale di Lesignano dè Bagni, dopo aver lavorato alla Coop di via Gramsci La vita di Elisa Baldi si è spenta alla mezzanotte di ieri, 19 agosto, nel tragico scontro frontale tra la sua Polo e la Citroen C3 famigliare, guidata da un 42enne di Montechiarugolo.;Lesignano dè Bagni, via Gramsci, Montechiarugolo;1;44.6434282;10.3004841;Lesignano de' Bagni, Parma, Emilia-Romagna, 43037, Italia
1029;L'incidente è avvenuto a mezzanotte: la vittima è Elisa Baldi Un gravissimo incidente si è verificato nella notte tra sabato 18 e domenica 19 agosto a Martorano.;Martorano;1;44.7580164;10.4119825;Martorano, Parma, Emilia-Romagna, 43022, Italia
1030;L'incidente è avvenuto nella serata del 15 agosto Stava lavorando nei campi di Pieve Cusignano, nel comune di Fidenza, quando all'improvviso il trattorino che stava utilizzando si è ribaltato: il conducente è morto in seguito alle ferite riportate.;Pieve Cusignano, Fidenza;1;44.7820808;10.0605612;Pieve Cusignano, Fidenza, Parma, Emilia-Romagna, 43046, Italia
1031;L'incidente è avvenuto nella mattinata di lunedì 13 agosto: sul posto ambulanze e Vigili del Fuoco Grave incidente nella mattinata di oggi, lunedì 13 agosto a San Pancrazio, all'incrocio tra strada Valera e via Roma.;San Pancrazio, strada Valera, via Roma;1;44.7998671;10.2693093;San Pancrazio, Valera, Parma, Emilia-Romagna, 43126, Italia
1034;E' successo a Collecchio prima delle ore 9 del 10 agosto: sul posto i soccorritori del 118 Stava percorrendo via Spezia a Collecchio quando all'improvviso, per cause in corso di accertamento, si è ribaltato mentre si trovava a bordo del suo Apecar.;Collecchio, 118, via Spezia;1;44.7520202;10.2166909;Collecchio, Parma, Emilia-Romagna, 43044, Italia
1035;L'incidente è avvenuto prima delle ore 22 del 9 agosto a Montechiarugolo Paura a Montechiarugolo, in corrispondenza della località La Fratta per un anziano, che è stata investita da un'auto.;Montechiarugolo;1;44.6934008;10.4224798;Montechiarugolo, Parma, Emilia-Romagna, 43022, Italia
1037;Tra Parma, Fidenza e il bivio per l'A15 si sono formati rallentamenti a causa di alcuni scontri, avvenuti in mattinata Traffico intenso e code in autostrada A1, tra i caselli di Parma e Fidenza e in corrispondenza del bivio per l'A15, nella mattinata di oggi, giovedì 9 agosto.;Fidenza, l'A15, strada A1;0;44.866522;10.0611939;Fidenza, Parma, Emilia-Romagna, 43036, Italia
