latitudine;longitudine;grave
44.7703123;10.4230146;1
44.8107134;10.3540553;0.5
44.7915892;10.3604659;0.5
44.7947974;10.3510643;1
44.8064944;10.3396603;1
44.8130434;10.3199702;1
44.8038393;10.3159991;1
44.6775664;10.3094231;1
44.8295715;10.2751950;1
44.7963614;10.3397753;1
44.7988884;10.3383613;1
NULL;NULL;0.5
44.8089301;10.3244427;1
44.7947584;10.3245442;1
44.8599243;10.3441643;1
44.7474056;10.2780868;1
44.7939054;10.3461523;1
44.8060704;10.3051841;1
44.8000339;10.3154657;1
44.7941964;10.3095981;1
44.8084694;10.3169372;1
44.8675569;10.3214067;1
44.7646804;10.3525943;1
44.8082182;10.3296928;1
44.8077392;10.3399211;1
44.7927184;10.3870905;1
44.8098850;10.2864673;1
44.7759924;10.3219572;1
44.8216331;10.3547993;1
44.7991604;10.3379193;0.5
44.8130434;10.3199702;1
44.7937498;10.3541030;1
44.7999915;10.2974371;1
44.8121249;10.3255752;0.5
44.7816681;10.3426221;1
44.7954225;10.3493705;1
44.7814194;10.3193202;0.5
44.7863474;10.3228162;1
44.7780795;10.2793580;1
44.7920514;10.3353013;1
44.8295715;10.2751950;0.5
44.7968044;10.3201182;0.5
44.7910324;10.3420853;1
44.7988884;10.3383613;1
44.7902404;10.3183992;1
44.7574639;10.3567627;1
44.7969254;10.3447713;0.5
44.8084544;10.3366003;0.5
44.7845014;10.3648434;1
44.7747105;10.4103384;0.5
44.7936074;10.3545163;1
44.7955139;10.3488993;1
44.8085331;10.3292848;1
44.7866554;10.3034741;1
44.7703123;10.4230146;1
44.8274104;10.3434593;1
44.7974844;10.3209842;0.5
44.7988128;10.3244554;1
44.7826123;10.3869563;1
44.7977238;10.3157611;0.5
44.8130434;10.3199702;1
44.7591054;10.3489091;0.5
44.7850564;10.3238262;0.5
44.8309135;10.3097301;1
44.8178854;10.3172722;0.5
44.7968763;10.3188309;1
44.7660934;10.3227492;0.5
44.8092412;10.3389568;1
44.7932434;10.3371133;0.5
44.8114594;10.3545233;0.5
44.7649955;10.3447061;1
44.7726783;10.4160456;0.5
44.8051164;10.3348263;0.5
NULL;NULL;1
44.7572922;10.3195899;1
44.7182544;10.3564243;1
44.7226764;10.3567233;0.5
44.7852954;10.3274942;1
44.7880034;10.3213932;1
44.7787338;10.3985984;0.5
44.8114594;10.3545233;1
44.8070444;10.3401823;1
44.8124364;10.3387443;1
44.8045957;10.3557649;1
44.8011344;10.3198052;0.5
44.8175883;10.2493831;1
44.8750305;10.2937173;1
44.7941964;10.3095981;1
44.7579514;10.3198402;0.5
44.7944524;10.3274677;1
44.8099065;10.2865080;1
44.7936074;10.3545163;0.5
44.8051434;10.3545913;0.5
44.7946527;10.3215735;1
44.7585085;10.2935601;1
44.7871720;10.2989651;1
44.7226810;10.2959275;1
44.7938883;10.3277841;1
44.7935557;10.3138071;1
44.8032894;10.3245420;1
44.8319327;10.2755132;1
44.8049344;10.3450273;1
44.8123955;10.3389126;1
44.7966574;10.3129332;1
44.8136590;10.3372452;1
44.7963023;10.3445559;0.5
44.7914206;10.3379322;1
44.8022031;10.2911102;1
44.7965324;10.3043811;0.5
44.7646804;10.3525943;1
44.8043464;10.3073591;0.5
44.8135965;10.2911171;0.5
44.8276948;10.2769911;1
44.8027464;10.3133032;0.5
44.7646804;10.3525943;0.5
44.8079109;10.3333336;1
44.8088574;10.3201382;0.5
44.8088574;10.3201382;1
44.7943067;10.3215748;0.5
44.8304314;10.3679074;1
44.8027464;10.3133032;1
44.7956317;10.3361579;1
44.7668484;10.3222262;1
44.7287750;10.3537800;1
44.8038125;10.3162398;1
44.8147844;10.3277902;1
44.8130084;10.3308852;1
44.7961214;10.3171362;1
44.8241146;10.3368966;1
44.8065268;10.3031332;1
44.8117094;10.3426803;1
44.7998584;10.3384413;1
44.7969914;10.3446933;1
44.7947974;10.3510643;1
44.8149275;10.3273764;1
44.8355484;10.3080752;1
44.7977524;10.4101696;1
44.7745864;10.3225242;1
44.7953796;10.3174026;1
44.8664045;10.3464227;1
44.8042544;10.3247612;1
44.7996604;10.3483352;0.5
44.7812497;10.3911057;1
44.7995209;10.3043738;1
44.7955139;10.3488993;1
NULL;NULL;1
44.7938914;10.3277652;1
44.8154104;10.3379423;1
44.7981534;10.3411093;1
44.8671734;10.3465913;1
44.7646804;10.3525943;1
44.8362350;10.3385746;0.5
44.7726783;10.4160456;1
44.7969460;10.3187370;1
44.7902404;10.3183992;1
44.8051434;10.3545913;0.5
44.8058241;10.3064357;1
44.7961360;10.3182736;1
44.8002612;10.3215935;0.5
44.7805435;10.2680889;1
44.8107534;10.3304412;1
44.7852814;10.3213182;1
44.8130258;10.3252420;1
44.7872174;10.3371663;0.5
44.7780795;10.2793580;1
44.8295715;10.2751950;1
44.7998584;10.3384413;1
44.7771924;10.3026161;1
44.7944134;10.3436193;1
44.7831124;10.3526293;1
44.7901386;10.3185472;1
44.7331792;10.3521801;1
44.7811829;10.3913625;1
44.8047474;10.3118952;1
44.7975744;10.3201612;0.5
44.8147794;10.3133512;1
44.8006153;10.3388321;1
44.7970474;10.3493893;0.5
44.7879445;10.3289642;1
44.7866463;10.3154164;1
44.7872564;10.3507993;1
44.8099514;10.3302322;1
44.7899784;10.3511318;1
44.7944224;10.3218862;1
44.7933884;10.3355653;1
44.8055924;10.3388023;1
44.7774624;10.2780492;1
44.7822464;10.3310162;1
44.7454944;10.3569798;1
44.8112429;10.3308287;1
44.8355284;10.3441543;1
44.8069214;10.3261792;1
44.7956294;10.3361593;1
44.8074454;10.3307272;1
44.7831124;10.3526293;1
44.7967074;10.3420453;0.5
44.8106054;10.3621904;1
44.7934155;10.2882030;1
44.8011517;10.3500491;1
44.7667685;10.3217900;1
44.8304314;10.3679074;1
44.8039944;10.3141462;0.5
44.7734574;10.3231642;0.5
44.7950470;10.3273227;1
44.7809600;10.3918325;1
44.8043934;10.3324312;1
44.8044294;10.3044743;1
44.7965414;10.3053791;1
44.7958904;10.3176977;0.5
44.8072189;10.3320099;1
44.8172664;10.3713619;0.5
44.7966574;10.3129332;1
44.7872174;10.3371663;0.5
44.8040684;10.3137102;0.5
44.7932324;10.3555953;1
44.7173810;10.2684724;0.5
44.8113864;10.3259292;0.5
44.7957734;10.3357883;1
44.8135364;10.3284522;1
44.8027464;10.3133032;0.5
44.8079431;10.3113837;0.5
44.7980189;10.2902036;1
44.8221158;10.3388804;1
44.8045664;10.3017951;0.5
44.7951650;10.3283098;1
44.7996282;10.3383600;0.5
44.7923702;10.3584471;0.5
44.7850370;10.3796446;0.5
44.7846508;10.3585423;1
44.7182544;10.3564243;1
44.8088574;10.3201382;1
44.8013660;10.3131945;1
44.7903094;10.3265202;1
44.8021594;10.3241222;0.5
44.8434448;10.3730276;1
44.8298192;10.3508457;0.5
44.8274104;10.3434593;1
44.8112024;10.3577624;0.5
44.7952294;10.3066590;1
44.8060704;10.3051841;1
44.7910324;10.3420853;1
44.8176154;10.3140102;1
44.8208659;10.3357864;1
44.7936074;10.3545163;1
44.8686790;10.3155827;0.5
44.8304314;10.3679074;1
44.7932324;10.3555953;0.5
44.7872174;10.3371663;0.5
44.7872174;10.3371663;1
44.7962567;10.3047017;1
44.8219013;10.2281346;1
44.8122990;10.3357771;1
44.7886312;10.3279222;1
44.7744369;10.3684008;1
44.7859204;10.3226622;0.5
44.7889754;10.3389253;0.5
44.6775664;10.3094231;1
44.7660934;10.3227492;1
44.7847688;10.3264202;0.5
44.8075364;10.3406333;1
44.8051434;10.3545913;1
44.8304314;10.3679074;1
44.7615025;10.2906090;1
44.7886404;10.3282012;0.5
44.8245094;10.3850045;1
44.7989505;10.2908441;1
44.8032760;10.3362169;1
44.8060004;10.3099811;1
44.7918874;10.3090643;1
44.8295715;10.2751950;1
44.8051164;10.3348263;0.5
44.7902064;10.3370453;0.5
44.8245094;10.3850045;1
44.7591814;10.3202972;0.5
44.8046278;10.3124043;1
44.7932324;10.3555953;0.5
44.7955405;10.3220120;1
44.7981254;10.3411923;1
44.8171377;10.2692717;1
44.7944134;10.3436193;1
44.7921544;10.3376003;1
44.8087799;10.3272503;0.5
44.7865554;10.3545023;1
44.8119626;10.3227347;1
44.8039944;10.3141462;1
44.7639173;10.3288234;0.5
44.8141229;10.3434374;0.5
44.8039204;10.3519693;0.5
44.8039944;10.3141462;0.5
44.8011514;10.3169612;1
44.8069659;10.3262242;0.5
44.7876924;10.3355558;0.5
44.7981194;10.3153442;0.5
44.8321084;10.3438463;0.5
44.7938894;10.3030341;0.5
44.7984954;10.3243482;1
44.7563325;10.2863850;1
44.7981534;10.3411093;1
44.7991604;10.3379193;1
44.8170585;10.2513919;0.5
44.8428010;10.2643418;0.5
44.7846214;10.3370123;1
44.7929334;10.3373676;1
44.7936074;10.3545163;1
44.8022464;10.3044111;0.5
44.8042574;10.3375623;0.5
44.7480005;10.3487359;1
44.7753604;10.3303192;1
44.8086554;10.3279772;0.5
44.7726783;10.4160456;1
44.8021735;10.2911951;1
44.8013126;10.3060474;1
44.7948646;10.3244930;0.5
44.7930246;10.3160025;1
44.7904754;10.3383043;1
44.8169384;10.3313362;0.5
44.7938914;10.3277652;1
44.8320172;10.3305079;1
44.7620834;10.3301182;1
44.7467304;10.3688809;1
44.8671734;10.3465913;1
44.7935324;10.3246762;1
44.7741365;10.3228475;1
44.7947584;10.3245442;1
44.8245094;10.3850045;1
44.8103141;10.2845925;1
44.7853184;10.3795944;0.5
44.7936074;10.3545163;1
44.8059689;10.3110456;1
44.7980534;10.3376603;0.5
44.8025584;10.3218142;1
44.7780795;10.2793580;1
44.7646804;10.3525943;1
44.7726783;10.4160456;1
44.8026764;10.3136962;0.5
44.7998584;10.3384413;1
44.7965324;10.3043811;0.5
44.8229334;10.3552614;1
44.7960114;10.3048131;1
44.8138546;10.3174911;1
44.8040378;10.3540067;1
44.8040684;10.3137102;0.5
44.8169384;10.3313362;0.5
44.8143365;10.2647219;1
44.8302145;10.2845380;1
44.8126125;10.2934351;1
44.7920514;10.3353013;1
44.7753604;10.3303192;1
44.8025584;10.3218142;1
44.7904497;10.2774524;1
44.8088574;10.3201382;1
44.7998584;10.3384413;1
44.8112024;10.3577624;1
44.7969914;10.3446933;1
44.7944134;10.3436193;1
44.7952244;10.3288292;1
44.7776734;10.3460303;1
44.8082542;10.3303724;0.5
44.8295765;10.2745610;1
44.7726783;10.4160456;1
44.7855091;10.3130990;1
44.7849187;10.3265351;0.5
44.8009364;10.3150702;1
44.7959004;10.3361153;1
44.8099065;10.2865080;1
44.7182544;10.3564243;0.5
44.8065074;10.3278242;1
44.7739219;10.4123997;1
44.7182544;10.3564243;1
44.8123311;10.3389179;1
44.7958924;10.3353283;1
44.7865554;10.3545023;1
44.8099065;10.2865080;1
44.7961204;10.3375003;1
44.7865554;10.3545023;1
44.7808124;10.3227972;1
44.7875583;10.3293398;1
44.8063554;10.3289672;1
44.7977464;10.3423213;1
44.8295715;10.2751950;1
44.8089144;10.3261962;1
44.7845917;10.3814799;1
44.8416585;10.2606039;1
44.8130084;10.3308852;1
44.7858204;10.3301782;1
44.7660934;10.3227492;1
44.7874204;10.3355292;1
44.7815821;10.3567174;1
44.8129224;10.3370303;1
44.8081364;10.3144012;0.5
44.8022464;10.3044111;1
44.8113864;10.3259292;1
44.8088574;10.3201382;1
44.7258985;10.2749470;1
44.8070847;10.2833694;1
44.8042574;10.3375623;1
44.7780795;10.2793580;1
44.8007214;10.3312382;0.5
44.8042544;10.3247612;1
44.8022407;10.3000306;1
44.8007094;10.3496623;1
44.7646804;10.3525943;1
44.7941994;10.3193646;1
44.7918634;10.3153502;0.5
44.8567003;10.3087162;1
44.8379084;10.3078742;1
44.8114594;10.3545233;1
44.8098414;10.3166082;1
44.8107134;10.3540553;1
44.8574352;10.2568960;0.5
44.8295765;10.2745610;1
44.7943711;10.3209525;1
44.8113864;10.3259292;0.5
44.7635257;10.3362920;1
44.8038194;10.3160322;1
44.7953313;10.3362987;1
44.7693085;10.3238064;1
44.7660934;10.3227492;1
44.8118754;10.3356043;1
44.7857344;10.3290212;1
44.7957578;10.3363262;1
44.8246764;10.3351773;1
44.7938274;10.3167357;1
44.7856056;10.3591257;1
44.7912064;10.3380163;1
44.8115050;10.3367789;0.5
44.8112024;10.3577624;1
44.7943925;10.3246271;0.5
44.7780795;10.2793580;1
44.8049658;10.3381790;1
44.8082005;10.3310135;1
44.7315424;10.3729324;1
44.8114594;10.3545233;1
44.7922574;10.3206232;1
44.7936074;10.3545163;1
44.7933884;10.3355653;1
44.8096060;10.2879935;1
44.7866195;10.2979137;1
44.8274104;10.3434593;1
44.7885604;10.3579743;1
44.7619700;10.3460794;0.5
44.8104875;10.2942831;1
NULL;NULL;1
44.7684502;10.3310510;1
44.7872418;10.3019155;1
44.7906634;10.3631904;1
44.7865819;10.3230768;1
44.8570919;10.3432202;1
44.8091098;10.2946139;0.5
44.8245094;10.3850045;1
44.8083400;10.3298199;1
44.8107111;10.2824105;1
44.7780795;10.2793580;1
44.8089144;10.3261962;1
44.8199272;10.3747415;1
44.7961199;10.3374628;0.5
44.8021024;10.3159852;1
44.8027464;10.3133032;1
44.8088574;10.3201382;1
44.8115801;10.3438049;0.5
44.7773914;10.3454863;0.5
44.8363101;10.3384405;0.5
44.8065074;10.3278242;1
44.7991604;10.3379193;0.5
44.8026764;10.3136962;1
44.7660934;10.3227492;1
44.7942724;10.3199652;1
44.7863814;10.3046651;1
44.8109149;10.3260433;0.5
44.8267014;10.3373343;0.5
44.8095631;10.3358039;1
44.7961204;10.3375003;1
44.7965324;10.3043811;0.5
44.7703123;10.4230146;1
44.8069864;10.3055641;1
44.7992581;10.3208573;1
44.7936074;10.3545163;1
44.7956314;10.3328472;1
44.8216438;10.3771877;0.5
44.7984954;10.3243482;1
44.7870575;10.2651079;1
44.7969254;10.3447713;1
44.6775664;10.3094231;1
44.7885604;10.3579743;1
44.8138774;10.3488663;1
44.7965324;10.3043811;1
44.7726783;10.4160456;1
44.8304314;10.3679074;1
44.7966214;10.3111041;1
44.8249595;10.2530459;1
44.8565494;10.3500253;1
44.7871039;10.3224617;1
44.8009364;10.3150702;1
44.8173522;10.2873659;1
44.7947680;10.3244796;1
44.7622489;10.3216150;1
44.8140894;10.3310652;1
44.7885604;10.3579743;1
44.8671734;10.3465913;1
44.7854994;10.3408933;1
44.7858926;10.3319046;1
44.8042574;10.3375623;1
44.8450314;10.3072022;1
44.7770364;10.3136791;1
44.7885604;10.3579743;1
44.7848754;10.3630544;1
44.7660934;10.3227492;0.5
44.7182544;10.3564243;1
44.8140894;10.3310652;1
44.7996711;10.2955225;1
44.8242934;10.3363333;1
44.8554994;10.3870905;1
44.7461884;10.3709204;1
44.7744124;10.3501483;1
44.7742944;10.3216342;1
44.7934804;10.3129702;1
44.8107534;10.3304412;1
44.7883904;10.3767064;1
44.8021024;10.3159852;1
44.8055827;10.3078056;1
44.8147024;10.3015366;1
44.8055924;10.3388023;1
44.8048639;10.3415317;0.5
44.7229664;10.3553083;1
44.7729924;10.3561163;1
44.8107486;10.3471932;1
44.7960524;10.3360903;1
44.8059694;10.3328002;1
44.7745864;10.3225242;0.5
44.7982214;10.3372453;1
44.8037664;10.3331492;1
44.7911504;10.3617494;1
44.8016354;10.3268412;0.5
44.8124580;10.3385803;1
44.7905024;10.3636524;0.5
44.7142924;10.3296372;1
44.8050785;10.3101620;1
44.8027464;10.3133032;1
44.7965324;10.3043811;1
44.8416764;10.3722244;0.5
44.8073334;10.3081061;1
44.7976336;10.3457564;1
44.8128034;10.3270022;1
44.8051643;10.3363376;1
44.7960029;10.3014471;0.5
44.8057866;10.3067448;1
NULL;NULL;1
44.7965324;10.3043811;1
44.7965329;10.3046192;1
44.7660934;10.3227492;1
44.7857314;10.3407763;0.5
44.7842464;10.3415363;1
44.7674953;10.3228864;1
44.8088574;10.3201382;1
44.8113226;10.3306943;1
44.7864635;10.2635569;1
44.8126316;10.3308834;1
44.7910505;10.3621955;1
44.7824025;10.2894290;1
44.7965414;10.3053791;1
44.7933884;10.3355653;1
44.7948614;10.3206322;0.5
44.7816145;10.3079786;1
44.7660934;10.3227492;1
44.8074454;10.3307272;1
44.8120314;10.3147892;1
44.8063554;10.3289672;0.5
44.8245094;10.3850045;1
44.8280564;10.3108552;1
44.8178029;10.2496272;0.5
44.7991669;10.3417530;1
44.7968454;10.3200822;1
44.8174064;10.3543313;1
44.7936074;10.3545163;1
44.8029649;10.3399653;0.5
44.7660934;10.3227492;1
44.7965414;10.3053791;1
44.8114594;10.3545233;1
44.8138774;10.3488663;1
44.8075568;10.3109136;1
44.7956174;10.3179572;0.5
44.7726783;10.4160456;0.5
44.6983224;10.3075471;1
44.7938934;10.3165712;1
44.8136875;10.2678670;0.5
44.7620834;10.3301182;1
44.8047984;10.3550573;1
44.8031374;10.3492783;1
44.8096374;10.3286162;1
44.8147024;10.3015366;1
44.7454944;10.3569798;1
44.8083964;10.3297582;1
44.7753604;10.3303192;1
44.7909808;10.3575982;1
44.8009404;10.3300752;1
44.8155954;10.3326632;0.5
44.8228524;10.3405403;0.5
44.8196053;10.2395528;1
44.7937542;10.3453505;0.5
44.7919464;10.3202202;0.5
44.7995804;10.3043311;1
44.8064654;10.3033501;1
44.8066315;10.3539711;1
44.7956624;10.3355623;1
44.8009404;10.3300752;1
44.7998584;10.3384413;0.5
44.8022464;10.3044111;1
44.7965324;10.3043811;0.5
44.7855864;10.3588244;1
44.8154104;10.3379423;1
44.8061914;10.3113482;1
44.7998584;10.3384413;1
44.8080674;10.3268592;1
44.8109740;10.3365804;0.5
44.8057651;10.3066080;1
44.8090481;10.2909198;0.5
44.8147451;10.3138098;1
44.8059674;10.3131012;0.5
44.7998974;10.3115591;1
44.7786005;10.2350708;1
44.7850564;10.3238262;1
44.8267014;10.3373343;1
44.7723675;10.4177558;1
44.8253345;10.2792924;1
44.7850384;10.3233402;1
44.8431074;10.3730109;1
44.8295715;10.2751950;1
44.7780795;10.2793580;1
44.7860914;10.3216502;1
44.8277485;10.3926654;1
44.7953689;10.3362639;1
44.8267014;10.3373343;1
44.8081364;10.3144012;0.5
44.8114594;10.3545233;1
44.7446671;10.3145802;1
44.8009404;10.3300752;1
44.7936074;10.3545163;1
44.8056334;10.3046091;1
44.8040684;10.3137102;0.5
44.8029649;10.3401169;1
44.8119986;10.3581909;1
44.8102394;10.3165152;1
44.7944134;10.3436193;1
44.8072671;10.3053487;1
44.7941964;10.3095981;1
44.7964739;10.3461552;1
44.8099065;10.2865080;1
44.7646804;10.3525943;1
44.8130434;10.3199702;1
44.7998824;10.3486193;1
44.7993664;10.3056041;1
44.7412454;10.3314842;1
44.7846595;10.2935031;0.5
44.8011514;10.3169612;1
44.8145544;10.3288882;1
44.8099065;10.2865080;1
44.8230171;10.3352218;1
44.7660934;10.3227492;1
44.8565494;10.3500253;1
44.8116515;10.2779130;0.5
44.7850535;10.2945101;0.5
44.8217894;10.3458813;1
44.7888464;10.3566243;0.5
44.8074454;10.3307272;0.5
44.8084585;10.2936011;1
44.7726783;10.4160456;1
44.7936074;10.3545163;1
44.8089915;10.3003931;0.5
44.7197944;10.3737664;0.5
44.8010144;10.3296882;1
44.8121541;10.3451956;0.5
44.8084585;10.2936011;1
44.8088574;10.3201382;1
44.8088574;10.3201382;1
44.7944134;10.3436193;1
44.7786641;10.2806738;1
44.7969914;10.3446933;1
44.8016954;10.3145662;0.5
44.8113864;10.3259292;1
44.7886404;10.3282012;1
44.7934155;10.2882030;1
44.8064571;10.3539611;1
44.7780795;10.2793580;1
44.7941964;10.3095981;0.5
44.7959514;10.3182682;1
44.7936074;10.3545163;1
44.7780795;10.2793580;0.5
44.7969904;10.3284562;1
44.8087664;10.3051721;1
44.8083964;10.3297582;1
44.7911364;10.3074461;1
44.7960114;10.3048131;1
44.7947520;10.3513218;1
44.7726783;10.4160456;1
44.7885854;10.3692984;0.5
44.7836369;10.3163458;1
44.8421414;10.3211212;0.5
44.8020744;10.3246338;1
44.8000339;10.3154657;1
44.7884917;10.3017479;1
44.8088574;10.3201382;1
44.8119424;10.3411563;1
44.7998584;10.3384413;0.5
44.8118754;10.3356043;1
44.7935464;10.3203892;1
44.7873935;10.2850990;1
44.8295715;10.2751950;1
44.7938934;10.3165712;1
44.8173522;10.3253298;1
44.8280564;10.3108552;1
44.8071920;10.3596058;1
44.8232853;10.3278484;0.5
44.8077849;10.3140072;1
44.8017284;10.3163612;1
44.7896304;10.3531983;1
44.8280564;10.3108552;0.5
44.8060704;10.3051841;1
44.8104875;10.2942831;1
44.8009404;10.3300752;1
44.7938934;10.3165712;1
44.7669589;10.3242596;1
44.7932324;10.3555953;0.5
44.8084585;10.2936011;1
44.7993664;10.3056041;1
44.8076084;10.3102991;0.5
44.7815287;10.3450790;1
44.7713115;10.2927601;1
44.8029863;10.3044582;1
44.7914314;10.3607296;1
44.8258709;10.3882149;1
44.7727927;10.4159275;1
44.8143365;10.2647219;0.5
44.8039944;10.3141462;1
44.8245094;10.3850045;1
44.8066878;10.3538471;1
44.8144340;10.3033411;0.5
44.8355495;10.2582409;0.5
44.8007869;10.3133511;1
44.7960662;10.3370001;1
44.7828564;10.3242892;0.5
44.8099065;10.2865080;0.5
44.7485160;10.3620386;1
44.8115587;10.3253728;0.5
44.7761804;10.4058165;0.5
44.8038715;10.3518690;1
44.7962379;10.3170901;1
44.7953850;10.3440476;1
44.7872174;10.3371663;1
44.8274104;10.3434593;1
44.8446994;10.3070022;1
44.8671734;10.3465913;1
44.7731279;10.3699881;1
44.7942724;10.3199652;1
44.7998584;10.3384413;1
44.8128032;10.2918076;1
44.8083964;10.3297582;1
44.7858204;10.3301782;1
44.7987484;10.3073993;1
44.8021244;10.3270332;1
44.7786904;10.3231092;1
44.7861934;10.3301902;1
44.7860814;10.3569403;1
44.8245094;10.3850045;1
44.7936074;10.3545163;1
44.7841404;10.3823435;1
44.7993664;10.3056041;1
44.7726783;10.4160456;1
44.7726783;10.4160456;1
44.7830904;10.3239962;1
44.8099065;10.2865080;1
44.7914797;10.3081557;1
44.8114494;10.3442753;0.5
44.7998824;10.3486193;1
44.8147794;10.3133512;0.5
44.7935324;10.3246762;1
44.7897974;10.3351822;1
44.7741384;10.3471843;0.5
44.8092154;10.3237882;1
44.7182544;10.3564243;0.5
44.7941094;10.3217732;0.5
44.7921544;10.3376003;1
44.7981691;10.3410127;0.5
44.7880034;10.3213932;1
44.8004384;10.3137122;1
44.7660934;10.3227492;1
44.7853884;10.3588084;1
44.7741384;10.3471843;1
44.7919785;10.3377190;1
44.7982214;10.3372453;1
44.8086109;10.2962131;1
44.7780795;10.2793580;0.5
44.8493778;10.3413990;1
44.8154854;10.2407062;1
44.8009264;10.3743154;0.5
44.7938914;10.3277652;1
44.8119355;10.2764610;1
44.7641664;10.3286792;1
44.8068916;10.3015199;1
44.7711584;10.3196382;0.5
44.8074834;10.3293892;1
44.8018598;10.3240853;1
44.7907018;10.2792656;1
44.7648453;10.3526321;1
44.8088574;10.3201382;1
44.7950804;10.3274302;1
44.7871039;10.3224617;1
44.7998324;10.3300142;1
44.8113548;10.3507760;1
44.7293265;10.2543579;1
44.8107534;10.3304412;1
44.8027464;10.3133032;1
44.8099065;10.2865080;1
44.7796726;10.2831695;0.5
44.7936074;10.3545163;1
44.7922574;10.3206232;1
44.7293265;10.2543579;0.5
44.8159154;10.3357063;1
44.7617534;10.3920525;1
44.7828404;10.3239682;1
44.7646804;10.3525943;1
44.8576712;10.3092648;1
44.7944134;10.3436193;1
44.8089144;10.3261962;0.5
44.8157752;10.2856168;0.5
44.8060704;10.3051841;1
44.7617414;10.4121366;1
NULL;NULL;0.5
44.7682534;10.3042971;0.5
44.8140894;10.3310652;1
44.7919949;10.3320812;1
44.8056334;10.3046091;1
44.7726783;10.4160456;1
44.8010268;10.3132330;1
44.8107534;10.3304412;0.5
44.8141451;10.2661408;1
44.7955359;10.3314312;1
44.8127388;10.3377968;1
44.7872174;10.3371663;1
44.8021735;10.2911951;1
44.7938244;10.3273212;0.5
44.8106454;10.3600884;1
44.8054701;10.3373368;1
44.7726783;10.4160456;1
44.8009654;10.3222132;1
44.7969889;10.3447544;1
44.8245094;10.3850045;1
44.7641694;10.3222802;0.5
44.7998584;10.3384413;0.5
44.8235106;10.3275105;0.5
44.7902404;10.3183992;1
44.7751316;10.3304971;0.5
44.8040274;10.3254812;0.5
44.8111724;10.3499847;1
44.7998584;10.3384413;1
44.7957994;10.3354323;1
44.8021594;10.3241222;0.5
44.7615025;10.2906090;1
44.7646804;10.3525943;1
44.8136875;10.2678670;1
44.7660934;10.3227492;1
44.8113864;10.3259292;1
44.8245094;10.3850045;0.5
44.8106594;10.3184232;1
44.8560374;10.3083712;1
44.8004144;10.3330532;1
44.8053654;10.3245412;1
44.8130434;10.3199702;1
44.7797145;10.2828630;1
44.7974649;10.3371763;1
44.7977721;10.3458654;1
44.7435593;10.3305253;0.5
44.7946254;10.3515613;1
44.7866084;10.3304292;0.5
44.8128034;10.3270022;0.5
44.7934055;10.3130641;1
44.8094022;10.3261426;0.5
44.7968304;10.3443383;1
44.7938914;10.3277652;1
44.7823384;10.3309732;1
44.8114594;10.3545233;1
44.7965414;10.3053791;1
44.7956174;10.3179572;1
44.8047351;10.3123828;1
44.8425605;10.2887631;1
44.8078733;10.3267655;1
44.8113864;10.3259292;0.5
44.8111594;10.3162862;0.5
44.8223369;10.3432898;1
44.7600135;10.2882500;1
44.7990814;10.3184012;0.5
44.7620834;10.3301182;1
44.8188964;10.3383523;0.5
44.7247602;10.3061956;1
44.7827214;10.3624644;1
44.7954384;10.3147832;0.5
44.8155215;10.2889391;1
44.8453929;10.3127610;1
44.7994351;10.3043738;1
44.7538824;10.3587063;1
44.8068173;10.4277777;0.5
44.7718298;10.4186573;0.5
44.8079270;10.3333825;1
44.7831264;10.3421443;1
44.7793334;10.3162922;0.5
44.8348304;10.3358043;1
44.7741384;10.3471843;1
44.8061534;10.3048241;1
44.7960233;10.3173295;0.5
44.7646804;10.3525943;1
44.8116767;10.3430619;1
44.8034691;10.3393203;1
44.8345398;10.3085050;1
44.7941094;10.3217732;1
44.7969904;10.3284562;0.5
44.7836990;10.3102435;1
44.7860663;10.2965757;0.5
44.8032434;10.3446403;1
44.8198065;10.3332645;0.5
44.7660934;10.3227492;1
44.7890934;10.3412333;1
44.8060704;10.3051841;1
44.7902404;10.3183992;1
44.7820088;10.2878239;0.5
44.8194980;10.3030407;1
44.7773230;10.2777488;1
44.8107534;10.3304412;1
44.8039944;10.3141462;1
44.7726783;10.4160456;1
44.7646804;10.3525943;1
44.7988884;10.3383613;1
44.7994351;10.3481353;1
44.8042254;10.3196402;1
44.8134536;10.3309890;0.5
44.7820754;10.3308912;0.5
44.7936304;10.3341322;0.5
44.7719224;10.3229712;0.5
44.7954279;10.3058584;1
44.8052072;10.3384137;1
44.7972249;10.3164732;0.5
44.7998724;10.3213138;1
44.8458785;10.2624250;0.5
NULL;NULL;1
44.7876564;10.3714574;0.5
44.8189734;10.3386723;1
44.7454944;10.3569798;1
44.8355108;10.3443749;0.5
44.8083964;10.3297582;1
44.7905274;10.3486573;1
44.8145544;10.3288882;0.5
44.8112044;10.3305572;1
44.7954384;10.3147832;0.5
44.7998584;10.3384413;1
44.7809386;10.3222949;0.5
44.8159659;10.3597569;1
44.7974804;10.3381913;1
44.8056203;10.3045434;1
44.8145224;10.3198742;0.5
44.7856464;10.3130531;1
44.7811829;10.3913625;1
44.7920054;10.3154392;1
44.7961091;10.3173161;1
44.7943764;10.3317537;1
44.8075665;10.2972561;0.5
44.7851926;10.3423538;1
44.7965134;10.3036521;1
44.7661111;10.3248350;0.5
44.7987304;10.3195072;1
44.8066610;10.3398580;1
44.7620834;10.3301182;0.5
